YEAR,STATE_ABBR,STATE,PRODUCER,SOURCE,GENERATION
1990,AL,Alabama,Total Electric Power Industry,Total,79652
1990,AL,Alabama,Total Electric Power Industry,Coal,53658
1990,AL,Alabama,Total Electric Power Industry,Hydro,10367
1990,AL,Alabama,Total Electric Power Industry,Natural Gas,1021
1990,AL,Alabama,Total Electric Power Industry,Nuclear,12052
1990,AL,Alabama,Total Electric Power Industry,Biomass,48
1990,AL,Alabama,Total Electric Power Industry,Other Gases,269
1990,AL,Alabama,Total Electric Power Industry,Petroleum,138
1990,AL,Alabama,Total Electric Power Industry,Wood,2100
1991,AL,Alabama,Total Electric Power Industry,Total,88787
1991,AL,Alabama,Total Electric Power Industry,Coal,58223
1991,AL,Alabama,Total Electric Power Industry,Hydro,10758
1991,AL,Alabama,Total Electric Power Industry,Natural Gas,1223
1991,AL,Alabama,Total Electric Power Industry,Nuclear,15875
1991,AL,Alabama,Total Electric Power Industry,Biomass,31
1991,AL,Alabama,Total Electric Power Industry,Other Gases,293
1991,AL,Alabama,Total Electric Power Industry,Petroleum,168
1991,AL,Alabama,Total Electric Power Industry,Wood,2217
1992,AL,Alabama,Total Electric Power Industry,Total,95234
1992,AL,Alabama,Total Electric Power Industry,Coal,61161
1992,AL,Alabama,Total Electric Power Industry,Hydro,10260
1992,AL,Alabama,Total Electric Power Industry,Natural Gas,1396
1992,AL,Alabama,Total Electric Power Industry,Nuclear,19397
1992,AL,Alabama,Total Electric Power Industry,Biomass,29
1992,AL,Alabama,Total Electric Power Industry,Other Gases,329
1992,AL,Alabama,Total Electric Power Industry,Petroleum,195
1992,AL,Alabama,Total Electric Power Industry,Wood,2468
1993,AL,Alabama,Total Electric Power Industry,Total,99337
1993,AL,Alabama,Total Electric Power Industry,Coal,67336
1993,AL,Alabama,Total Electric Power Industry,Hydro,9034
1993,AL,Alabama,Total Electric Power Industry,Natural Gas,1261
1993,AL,Alabama,Total Electric Power Industry,Nuclear,17823
1993,AL,Alabama,Total Electric Power Industry,Biomass,2
1993,AL,Alabama,Total Electric Power Industry,Other Gases,338
1993,AL,Alabama,Total Electric Power Industry,Petroleum,193
1993,AL,Alabama,Total Electric Power Industry,Wood,3349
1994,AL,Alabama,Total Electric Power Industry,Total,100764
1994,AL,Alabama,Total Electric Power Industry,Coal,63304
1994,AL,Alabama,Total Electric Power Industry,Hydro,11429
1994,AL,Alabama,Total Electric Power Industry,Natural Gas,1248
1994,AL,Alabama,Total Electric Power Industry,Nuclear,20480
1994,AL,Alabama,Total Electric Power Industry,Biomass,7
1994,AL,Alabama,Total Electric Power Industry,Other Gases,328
1994,AL,Alabama,Total Electric Power Industry,Petroleum,245
1994,AL,Alabama,Total Electric Power Industry,Wood,3723
1995,AL,Alabama,Total Electric Power Industry,Total,105189
1995,AL,Alabama,Total Electric Power Industry,Coal,69048
1995,AL,Alabama,Total Electric Power Industry,Hydro,9502
1995,AL,Alabama,Total Electric Power Industry,Natural Gas,1533
1995,AL,Alabama,Total Electric Power Industry,Nuclear,20752
1995,AL,Alabama,Total Electric Power Industry,Biomass,7
1995,AL,Alabama,Total Electric Power Industry,Other Gases,347
1995,AL,Alabama,Total Electric Power Industry,Petroleum,202
1995,AL,Alabama,Total Electric Power Industry,Wood,3798
1996,AL,Alabama,Total Electric Power Industry,Total,121473
1996,AL,Alabama,Total Electric Power Industry,Coal,74091
1996,AL,Alabama,Total Electric Power Industry,Hydro,11082
1996,AL,Alabama,Total Electric Power Industry,Natural Gas,1884
1996,AL,Alabama,Total Electric Power Industry,Nuclear,29708
1996,AL,Alabama,Total Electric Power Industry,Biomass,7
1996,AL,Alabama,Total Electric Power Industry,Other Gases,307
1996,AL,Alabama,Total Electric Power Industry,Petroleum,315
1996,AL,Alabama,Total Electric Power Industry,Wood,4078
1997,AL,Alabama,Total Electric Power Industry,Total,119542
1997,AL,Alabama,Total Electric Power Industry,Coal,72103
1997,AL,Alabama,Total Electric Power Industry,Hydro,11521
1997,AL,Alabama,Total Electric Power Industry,Natural Gas,2110
1997,AL,Alabama,Total Electric Power Industry,Nuclear,29573
1997,AL,Alabama,Total Electric Power Industry,Other,370
1997,AL,Alabama,Total Electric Power Industry,Biomass,24
1997,AL,Alabama,Total Electric Power Industry,Other Gases,284
1997,AL,Alabama,Total Electric Power Industry,Petroleum,237
1997,AL,Alabama,Total Electric Power Industry,Wood,3321
1998,AL,Alabama,Total Electric Power Industry,Total,119862
1998,AL,Alabama,Total Electric Power Industry,Coal,71940
1998,AL,Alabama,Total Electric Power Industry,Hydro,10565
1998,AL,Alabama,Total Electric Power Industry,Natural Gas,3752
1998,AL,Alabama,Total Electric Power Industry,Nuclear,28663
1998,AL,Alabama,Total Electric Power Industry,Other,1
1998,AL,Alabama,Total Electric Power Industry,Biomass,8
1998,AL,Alabama,Total Electric Power Industry,Other Gases,268
1998,AL,Alabama,Total Electric Power Industry,Petroleum,454
1998,AL,Alabama,Total Electric Power Industry,Wood,4212
1999,AL,Alabama,Total Electric Power Industry,Total,120658
1999,AL,Alabama,Total Electric Power Industry,Coal,73755
1999,AL,Alabama,Total Electric Power Industry,Hydro,7760
1999,AL,Alabama,Total Electric Power Industry,Natural Gas,3349
1999,AL,Alabama,Total Electric Power Industry,Nuclear,30892
1999,AL,Alabama,Total Electric Power Industry,Other,1
1999,AL,Alabama,Total Electric Power Industry,Biomass,14
1999,AL,Alabama,Total Electric Power Industry,Other Gases,288
1999,AL,Alabama,Total Electric Power Industry,Petroleum,316
1999,AL,Alabama,Total Electric Power Industry,Wood,4283
2000,AL,Alabama,Total Electric Power Industry,Total,124405
2000,AL,Alabama,Total Electric Power Industry,Coal,77518
2000,AL,Alabama,Total Electric Power Industry,Hydro,5818
2000,AL,Alabama,Total Electric Power Industry,Natural Gas,5028
2000,AL,Alabama,Total Electric Power Industry,Nuclear,31369
2000,AL,Alabama,Total Electric Power Industry,Other,1
2000,AL,Alabama,Total Electric Power Industry,Biomass,29
2000,AL,Alabama,Total Electric Power Industry,Other Gases,230
2000,AL,Alabama,Total Electric Power Industry,Petroleum,366
2000,AL,Alabama,Total Electric Power Industry,Wood,4047
2001,AL,Alabama,Total Electric Power Industry,Total,125345
2001,AL,Alabama,Total Electric Power Industry,Coal,72198
2001,AL,Alabama,Total Electric Power Industry,Hydro,8356
2001,AL,Alabama,Total Electric Power Industry,Natural Gas,9613
2001,AL,Alabama,Total Electric Power Industry,Nuclear,30357
2001,AL,Alabama,Total Electric Power Industry,Other,8
2001,AL,Alabama,Total Electric Power Industry,Biomass,17
2001,AL,Alabama,Total Electric Power Industry,Other Gases,189
2001,AL,Alabama,Total Electric Power Industry,Petroleum,435
2001,AL,Alabama,Total Electric Power Industry,Wood,4172
2002,AL,Alabama,Total Electric Power Industry,Total,132921
2002,AL,Alabama,Total Electric Power Industry,Coal,72042
2002,AL,Alabama,Total Electric Power Industry,Hydro,8825
2002,AL,Alabama,Total Electric Power Industry,Natural Gas,15904
2002,AL,Alabama,Total Electric Power Industry,Nuclear,31857
2002,AL,Alabama,Total Electric Power Industry,Other,123
2002,AL,Alabama,Total Electric Power Industry,Biomass,18
2002,AL,Alabama,Total Electric Power Industry,Other Gases,113
2002,AL,Alabama,Total Electric Power Industry,Petroleum,312
2002,AL,Alabama,Total Electric Power Industry,Wood,3727
2003,AL,Alabama,Total Electric Power Industry,Total,137487
2003,AL,Alabama,Total Electric Power Industry,Coal,76696
2003,AL,Alabama,Total Electric Power Industry,Hydro,12665
2003,AL,Alabama,Total Electric Power Industry,Natural Gas,12244
2003,AL,Alabama,Total Electric Power Industry,Nuclear,31677
2003,AL,Alabama,Total Electric Power Industry,Other,26
2003,AL,Alabama,Total Electric Power Industry,Biomass,24
2003,AL,Alabama,Total Electric Power Industry,Other Gases,170
2003,AL,Alabama,Total Electric Power Industry,Petroleum,337
2003,AL,Alabama,Total Electric Power Industry,Wood,3649
2004,AL,Alabama,Total Electric Power Industry,Total,137355
2004,AL,Alabama,Total Electric Power Industry,Coal,74832
2004,AL,Alabama,Total Electric Power Industry,Hydro,10626
2004,AL,Alabama,Total Electric Power Industry,Natural Gas,15977
2004,AL,Alabama,Total Electric Power Industry,Nuclear,31636
2004,AL,Alabama,Total Electric Power Industry,Other,28
2004,AL,Alabama,Total Electric Power Industry,Biomass,23
2004,AL,Alabama,Total Electric Power Industry,Other Gases,182
2004,AL,Alabama,Total Electric Power Industry,Petroleum,295
2004,AL,Alabama,Total Electric Power Industry,Wood,3756
2005,AL,Alabama,Total Electric Power Industry,Total,137949
2005,AL,Alabama,Total Electric Power Industry,Coal,78128
2005,AL,Alabama,Total Electric Power Industry,Hydro,10145
2005,AL,Alabama,Total Electric Power Industry,Natural Gas,13869
2005,AL,Alabama,Total Electric Power Industry,Nuclear,31694
2005,AL,Alabama,Total Electric Power Industry,Other,25
2005,AL,Alabama,Total Electric Power Industry,Biomass,16
2005,AL,Alabama,Total Electric Power Industry,Other Gases,107
2005,AL,Alabama,Total Electric Power Industry,Petroleum,333
2005,AL,Alabama,Total Electric Power Industry,Wood,3630
2006,AL,Alabama,Total Electric Power Industry,Total,140895
2006,AL,Alabama,Total Electric Power Industry,Coal,78109
2006,AL,Alabama,Total Electric Power Industry,Hydro,7252
2006,AL,Alabama,Total Electric Power Industry,Natural Gas,19407
2006,AL,Alabama,Total Electric Power Industry,Nuclear,31911
2006,AL,Alabama,Total Electric Power Industry,Other,21
2006,AL,Alabama,Total Electric Power Industry,Biomass,19
2006,AL,Alabama,Total Electric Power Industry,Other Gases,131
2006,AL,Alabama,Total Electric Power Industry,Petroleum,180
2006,AL,Alabama,Total Electric Power Industry,Wood,3865
2007,AL,Alabama,Total Electric Power Industry,Total,143826
2007,AL,Alabama,Total Electric Power Industry,Coal,77994
2007,AL,Alabama,Total Electric Power Industry,Hydro,4136
2007,AL,Alabama,Total Electric Power Industry,Natural Gas,23232
2007,AL,Alabama,Total Electric Power Industry,Nuclear,34325
2007,AL,Alabama,Total Electric Power Industry,Other,4
2007,AL,Alabama,Total Electric Power Industry,Biomass,17
2007,AL,Alabama,Total Electric Power Industry,Other Gases,178
2007,AL,Alabama,Total Electric Power Industry,Petroleum,157
2007,AL,Alabama,Total Electric Power Industry,Wood,3784
2008,AL,Alabama,Total Electric Power Industry,Total,145870
2008,AL,Alabama,Total Electric Power Industry,Coal,74605
2008,AL,Alabama,Total Electric Power Industry,Hydro,6136
2008,AL,Alabama,Total Electric Power Industry,Natural Gas,22363
2008,AL,Alabama,Total Electric Power Industry,Nuclear,38993
2008,AL,Alabama,Total Electric Power Industry,Other,8
2008,AL,Alabama,Total Electric Power Industry,Biomass,34
2008,AL,Alabama,Total Electric Power Industry,Other Gases,204
2008,AL,Alabama,Total Electric Power Industry,Petroleum,204
2008,AL,Alabama,Total Electric Power Industry,Wood,3324
2009,AL,Alabama,Total Electric Power Industry,Total,143256
2009,AL,Alabama,Total Electric Power Industry,Coal,55609
2009,AL,Alabama,Total Electric Power Industry,Hydro,12535
2009,AL,Alabama,Total Electric Power Industry,Natural Gas,31617
2009,AL,Alabama,Total Electric Power Industry,Nuclear,39716
2009,AL,Alabama,Total Electric Power Industry,Other,374
2009,AL,Alabama,Total Electric Power Industry,Biomass,14
2009,AL,Alabama,Total Electric Power Industry,Other Gases,135
2009,AL,Alabama,Total Electric Power Industry,Petroleum,219
2009,AL,Alabama,Total Electric Power Industry,Wood,3035
2010,AL,Alabama,Total Electric Power Industry,Total,152151
2010,AL,Alabama,Total Electric Power Industry,Coal,63050
2010,AL,Alabama,Total Electric Power Industry,Hydro,8704
2010,AL,Alabama,Total Electric Power Industry,Natural Gas,39235
2010,AL,Alabama,Total Electric Power Industry,Nuclear,37941
2010,AL,Alabama,Total Electric Power Industry,Other,366
2010,AL,Alabama,Total Electric Power Industry,Biomass,12
2010,AL,Alabama,Total Electric Power Industry,Other Gases,277
2010,AL,Alabama,Total Electric Power Industry,Petroleum,200
2010,AL,Alabama,Total Electric Power Industry,Wood,2365
2011,AL,Alabama,Total Electric Power Industry,Total,156339
2011,AL,Alabama,Total Electric Power Industry,Coal,56807
2011,AL,Alabama,Total Electric Power Industry,Hydro,8884
2011,AL,Alabama,Total Electric Power Industry,Natural Gas,47681
2011,AL,Alabama,Total Electric Power Industry,Nuclear,39356
2011,AL,Alabama,Total Electric Power Industry,Other,383
2011,AL,Alabama,Total Electric Power Industry,Biomass,10
2011,AL,Alabama,Total Electric Power Industry,Other Gases,292
2011,AL,Alabama,Total Electric Power Industry,Petroleum,120
2011,AL,Alabama,Total Electric Power Industry,Wood,2807
2012,AL,Alabama,Total Electric Power Industry,Total,152879
2012,AL,Alabama,Total Electric Power Industry,Coal,45607
2012,AL,Alabama,Total Electric Power Industry,Hydro,7435
2012,AL,Alabama,Total Electric Power Industry,Natural Gas,55705
2012,AL,Alabama,Total Electric Power Industry,Nuclear,40841
2012,AL,Alabama,Total Electric Power Industry,Other Gases,178
2012,AL,Alabama,Total Electric Power Industry,Other,227
2012,AL,Alabama,Total Electric Power Industry,Petroleum,110
2012,AL,Alabama,Total Electric Power Industry,Biomass,8
2012,AL,Alabama,Total Electric Power Industry,Wood,2769
2013,AL,Alabama,Total Electric Power Industry,Total,150573
2013,AL,Alabama,Total Electric Power Industry,Coal,47050
2013,AL,Alabama,Total Electric Power Industry,Hydro,12899
2013,AL,Alabama,Total Electric Power Industry,Natural Gas,46586
2013,AL,Alabama,Total Electric Power Industry,Nuclear,40816
2013,AL,Alabama,Total Electric Power Industry,Other,3
2013,AL,Alabama,Total Electric Power Industry,Biomass,21
2013,AL,Alabama,Total Electric Power Industry,Other Gases,268
2013,AL,Alabama,Total Electric Power Industry,Petroleum,74
2013,AL,Alabama,Total Electric Power Industry,Wood,2854
2014,AL,Alabama,Total Electric Power Industry,Total,149340
2014,AL,Alabama,Total Electric Power Industry,Coal,47302
2014,AL,Alabama,Total Electric Power Industry,Hydro,9467
2014,AL,Alabama,Total Electric Power Industry,Natural Gas,48270
2014,AL,Alabama,Total Electric Power Industry,Nuclear,41244
2014,AL,Alabama,Total Electric Power Industry,Other Gases,180
2014,AL,Alabama,Total Electric Power Industry,Other,1
2014,AL,Alabama,Total Electric Power Industry,Petroleum,98
2014,AL,Alabama,Total Electric Power Industry,Biomass,47
2014,AL,Alabama,Total Electric Power Industry,Wood,2732
2015,AL,Alabama,Total Electric Power Industry,Total,152477
2015,AL,Alabama,Total Electric Power Industry,Coal,41410
2015,AL,Alabama,Total Electric Power Industry,Hydro,9862
2015,AL,Alabama,Total Electric Power Industry,Natural Gas,55844
2015,AL,Alabama,Total Electric Power Industry,Nuclear,41951
2015,AL,Alabama,Total Electric Power Industry,Other Gases,36
2015,AL,Alabama,Total Electric Power Industry,Other,0
2015,AL,Alabama,Total Electric Power Industry,Petroleum,84
2015,AL,Alabama,Total Electric Power Industry,Biomass,44
2015,AL,Alabama,Total Electric Power Industry,Wood,3246
2016,AL,Alabama,Total Electric Power Industry,Total,142385
2016,AL,Alabama,Total Electric Power Industry,Coal,34258
2016,AL,Alabama,Total Electric Power Industry,Hydro,6985
2016,AL,Alabama,Total Electric Power Industry,Natural Gas,57804
2016,AL,Alabama,Total Electric Power Industry,Nuclear,39902
2016,AL,Alabama,Total Electric Power Industry,Other Gases,24
2016,AL,Alabama,Total Electric Power Industry,Other,0
2016,AL,Alabama,Total Electric Power Industry,Petroleum,46
2016,AL,Alabama,Total Electric Power Industry,Solar,31
2016,AL,Alabama,Total Electric Power Industry,Biomass,38
2016,AL,Alabama,Total Electric Power Industry,Wood,3297
2017,AL,Alabama,Total Electric Power Industry,Total,139964
2017,AL,Alabama,Total Electric Power Industry,Coal,31440
2017,AL,Alabama,Total Electric Power Industry,Hydro,9237
2017,AL,Alabama,Total Electric Power Industry,Natural Gas,52984
2017,AL,Alabama,Total Electric Power Industry,Nuclear,42652
2017,AL,Alabama,Total Electric Power Industry,Other Gases,9
2017,AL,Alabama,Total Electric Power Industry,Other,0
2017,AL,Alabama,Total Electric Power Industry,Petroleum,36
2017,AL,Alabama,Total Electric Power Industry,Solar,181
2017,AL,Alabama,Total Electric Power Industry,Biomass,41
2017,AL,Alabama,Total Electric Power Industry,Wood,3384
2018,AL,Alabama,Total Electric Power Industry,Total,145058
2018,AL,Alabama,Total Electric Power Industry,Coal,31778
2018,AL,Alabama,Total Electric Power Industry,Hydro,11143
2018,AL,Alabama,Total Electric Power Industry,Natural Gas,58800
2018,AL,Alabama,Total Electric Power Industry,Nuclear,39463
2018,AL,Alabama,Total Electric Power Industry,Other Gases,5
2018,AL,Alabama,Total Electric Power Industry,Other,0
2018,AL,Alabama,Total Electric Power Industry,Petroleum,66
2018,AL,Alabama,Total Electric Power Industry,Solar,357
2018,AL,Alabama,Total Electric Power Industry,Biomass,38
2018,AL,Alabama,Total Electric Power Industry,Wood,3409
2019,AL,Alabama,Total Electric Power Industry,Total,141696
2019,AL,Alabama,Total Electric Power Industry,Coal,26694
2019,AL,Alabama,Total Electric Power Industry,Hydro,10839
2019,AL,Alabama,Total Electric Power Industry,Natural Gas,56628
2019,AL,Alabama,Total Electric Power Industry,Nuclear,43657
2019,AL,Alabama,Total Electric Power Industry,Other Gases,6
2019,AL,Alabama,Total Electric Power Industry,Petroleum,19
2019,AL,Alabama,Total Electric Power Industry,Solar,390
2019,AL,Alabama,Total Electric Power Industry,Biomass,34
2019,AL,Alabama,Total Electric Power Industry,Wood,3428
1990,AK,Alaska,Total Electric Power Industry,Total,5600
1990,AK,Alaska,Total Electric Power Industry,Coal,511
1990,AK,Alaska,Total Electric Power Industry,Hydro,975
1990,AK,Alaska,Total Electric Power Industry,Natural Gas,3466
1990,AK,Alaska,Total Electric Power Industry,Petroleum,497
1990,AK,Alaska,Total Electric Power Industry,Wood,151
1991,AK,Alaska,Total Electric Power Industry,Total,5390
1991,AK,Alaska,Total Electric Power Industry,Coal,521
1991,AK,Alaska,Total Electric Power Industry,Hydro,896
1991,AK,Alaska,Total Electric Power Industry,Natural Gas,3319
1991,AK,Alaska,Total Electric Power Industry,Petroleum,513
1991,AK,Alaska,Total Electric Power Industry,Wood,140
1992,AK,Alaska,Total Electric Power Industry,Total,5298
1992,AK,Alaska,Total Electric Power Industry,Coal,496
1992,AK,Alaska,Total Electric Power Industry,Hydro,918
1992,AK,Alaska,Total Electric Power Industry,Natural Gas,3214
1992,AK,Alaska,Total Electric Power Industry,Biomass,16
1992,AK,Alaska,Total Electric Power Industry,Petroleum,522
1992,AK,Alaska,Total Electric Power Industry,Wind,0
1992,AK,Alaska,Total Electric Power Industry,Wood,132
1993,AK,Alaska,Total Electric Power Industry,Total,5721
1993,AK,Alaska,Total Electric Power Industry,Coal,533
1993,AK,Alaska,Total Electric Power Industry,Hydro,1303
1993,AK,Alaska,Total Electric Power Industry,Natural Gas,3192
1993,AK,Alaska,Total Electric Power Industry,Biomass,15
1993,AK,Alaska,Total Electric Power Industry,Petroleum,587
1993,AK,Alaska,Total Electric Power Industry,Wind,0
1993,AK,Alaska,Total Electric Power Industry,Wood,91
1994,AK,Alaska,Total Electric Power Industry,Total,5967
1994,AK,Alaska,Total Electric Power Industry,Coal,503
1994,AK,Alaska,Total Electric Power Industry,Hydro,1345
1994,AK,Alaska,Total Electric Power Industry,Natural Gas,3401
1994,AK,Alaska,Total Electric Power Industry,Biomass,16
1994,AK,Alaska,Total Electric Power Industry,Petroleum,563
1994,AK,Alaska,Total Electric Power Industry,Wind,0
1994,AK,Alaska,Total Electric Power Industry,Wood,138
1995,AK,Alaska,Total Electric Power Industry,Total,6026
1995,AK,Alaska,Total Electric Power Industry,Coal,529
1995,AK,Alaska,Total Electric Power Industry,Hydro,1372
1995,AK,Alaska,Total Electric Power Industry,Natural Gas,3380
1995,AK,Alaska,Total Electric Power Industry,Biomass,14
1995,AK,Alaska,Total Electric Power Industry,Petroleum,621
1995,AK,Alaska,Total Electric Power Industry,Wind,0
1995,AK,Alaska,Total Electric Power Industry,Wood,111
1996,AK,Alaska,Total Electric Power Industry,Total,6129
1996,AK,Alaska,Total Electric Power Industry,Coal,429
1996,AK,Alaska,Total Electric Power Industry,Hydro,1266
1996,AK,Alaska,Total Electric Power Industry,Natural Gas,3549
1996,AK,Alaska,Total Electric Power Industry,Biomass,12
1996,AK,Alaska,Total Electric Power Industry,Petroleum,771
1996,AK,Alaska,Total Electric Power Industry,Wind,0
1996,AK,Alaska,Total Electric Power Industry,Wood,103
1997,AK,Alaska,Total Electric Power Industry,Total,6155
1997,AK,Alaska,Total Electric Power Industry,Coal,443
1997,AK,Alaska,Total Electric Power Industry,Hydro,1099
1997,AK,Alaska,Total Electric Power Industry,Natural Gas,3708
1997,AK,Alaska,Total Electric Power Industry,Biomass,5
1997,AK,Alaska,Total Electric Power Industry,Petroleum,858
1997,AK,Alaska,Total Electric Power Industry,Wind,0
1997,AK,Alaska,Total Electric Power Industry,Wood,42
1998,AK,Alaska,Total Electric Power Industry,Total,5829
1998,AK,Alaska,Total Electric Power Industry,Coal,525
1998,AK,Alaska,Total Electric Power Industry,Hydro,1113
1998,AK,Alaska,Total Electric Power Industry,Natural Gas,3353
1998,AK,Alaska,Total Electric Power Industry,Petroleum,836
1998,AK,Alaska,Total Electric Power Industry,Wind,0
1998,AK,Alaska,Total Electric Power Industry,Wood,2
1999,AK,Alaska,Total Electric Power Industry,Total,5802
1999,AK,Alaska,Total Electric Power Industry,Coal,523
1999,AK,Alaska,Total Electric Power Industry,Hydro,817
1999,AK,Alaska,Total Electric Power Industry,Natural Gas,3588
1999,AK,Alaska,Total Electric Power Industry,Petroleum,874
1999,AK,Alaska,Total Electric Power Industry,Wind,0
2000,AK,Alaska,Total Electric Power Industry,Total,6157
2000,AK,Alaska,Total Electric Power Industry,Coal,539
2000,AK,Alaska,Total Electric Power Industry,Hydro,1002
2000,AK,Alaska,Total Electric Power Industry,Natural Gas,3976
2000,AK,Alaska,Total Electric Power Industry,Petroleum,640
2000,AK,Alaska,Total Electric Power Industry,Wind,0
2001,AK,Alaska,Total Electric Power Industry,Total,6744
2001,AK,Alaska,Total Electric Power Industry,Coal,565
2001,AK,Alaska,Total Electric Power Industry,Hydro,1346
2001,AK,Alaska,Total Electric Power Industry,Natural Gas,3896
2001,AK,Alaska,Total Electric Power Industry,Petroleum,937
2001,AK,Alaska,Total Electric Power Industry,Wind,1
2002,AK,Alaska,Total Electric Power Industry,Total,6767
2002,AK,Alaska,Total Electric Power Industry,Coal,575
2002,AK,Alaska,Total Electric Power Industry,Hydro,1439
2002,AK,Alaska,Total Electric Power Industry,Natural Gas,3778
2002,AK,Alaska,Total Electric Power Industry,Biomass,11
2002,AK,Alaska,Total Electric Power Industry,Petroleum,962
2002,AK,Alaska,Total Electric Power Industry,Wood,1
2003,AK,Alaska,Total Electric Power Industry,Total,6339
2003,AK,Alaska,Total Electric Power Industry,Coal,550
2003,AK,Alaska,Total Electric Power Industry,Hydro,1583
2003,AK,Alaska,Total Electric Power Industry,Natural Gas,3354
2003,AK,Alaska,Total Electric Power Industry,Biomass,5
2003,AK,Alaska,Total Electric Power Industry,Petroleum,846
2003,AK,Alaska,Total Electric Power Industry,Wood,1
2004,AK,Alaska,Total Electric Power Industry,Total,6527
2004,AK,Alaska,Total Electric Power Industry,Coal,649
2004,AK,Alaska,Total Electric Power Industry,Hydro,1498
2004,AK,Alaska,Total Electric Power Industry,Natural Gas,3623
2004,AK,Alaska,Total Electric Power Industry,Biomass,9
2004,AK,Alaska,Total Electric Power Industry,Petroleum,747
2004,AK,Alaska,Total Electric Power Industry,Wood,0
2005,AK,Alaska,Total Electric Power Industry,Total,6577
2005,AK,Alaska,Total Electric Power Industry,Coal,624
2005,AK,Alaska,Total Electric Power Industry,Hydro,1464
2005,AK,Alaska,Total Electric Power Industry,Natural Gas,3724
2005,AK,Alaska,Total Electric Power Industry,Biomass,5
2005,AK,Alaska,Total Electric Power Industry,Petroleum,759
2005,AK,Alaska,Total Electric Power Industry,Wind,1
2005,AK,Alaska,Total Electric Power Industry,Wood,0
2006,AK,Alaska,Total Electric Power Industry,Total,6674
2006,AK,Alaska,Total Electric Power Industry,Coal,617
2006,AK,Alaska,Total Electric Power Industry,Hydro,1224
2006,AK,Alaska,Total Electric Power Industry,Natural Gas,4058
2006,AK,Alaska,Total Electric Power Industry,Biomass,6
2006,AK,Alaska,Total Electric Power Industry,Petroleum,768
2006,AK,Alaska,Total Electric Power Industry,Wind,1
2006,AK,Alaska,Total Electric Power Industry,Wood,1
2007,AK,Alaska,Total Electric Power Industry,Total,6821
2007,AK,Alaska,Total Electric Power Industry,Coal,641
2007,AK,Alaska,Total Electric Power Industry,Hydro,1291
2007,AK,Alaska,Total Electric Power Industry,Natural Gas,3868
2007,AK,Alaska,Total Electric Power Industry,Biomass,10
2007,AK,Alaska,Total Electric Power Industry,Petroleum,1010
2007,AK,Alaska,Total Electric Power Industry,Wind,1
2007,AK,Alaska,Total Electric Power Industry,Wood,0
2008,AK,Alaska,Total Electric Power Industry,Total,6775
2008,AK,Alaska,Total Electric Power Industry,Coal,618
2008,AK,Alaska,Total Electric Power Industry,Hydro,1172
2008,AK,Alaska,Total Electric Power Industry,Natural Gas,4002
2008,AK,Alaska,Total Electric Power Industry,Other,0
2008,AK,Alaska,Total Electric Power Industry,Biomass,5
2008,AK,Alaska,Total Electric Power Industry,Petroleum,978
2008,AK,Alaska,Total Electric Power Industry,Wind,0
2008,AK,Alaska,Total Electric Power Industry,Wood,0
2009,AK,Alaska,Total Electric Power Industry,Total,6702
2009,AK,Alaska,Total Electric Power Industry,Coal,631
2009,AK,Alaska,Total Electric Power Industry,Hydro,1324
2009,AK,Alaska,Total Electric Power Industry,Natural Gas,3577
2009,AK,Alaska,Total Electric Power Industry,Other,0
2009,AK,Alaska,Total Electric Power Industry,Biomass,7
2009,AK,Alaska,Total Electric Power Industry,Petroleum,1157
2009,AK,Alaska,Total Electric Power Industry,Wind,7
2010,AK,Alaska,Total Electric Power Industry,Total,6760
2010,AK,Alaska,Total Electric Power Industry,Coal,620
2010,AK,Alaska,Total Electric Power Industry,Hydro,1433
2010,AK,Alaska,Total Electric Power Industry,Natural Gas,3750
2010,AK,Alaska,Total Electric Power Industry,Other,0
2010,AK,Alaska,Total Electric Power Industry,Biomass,6
2010,AK,Alaska,Total Electric Power Industry,Petroleum,937
2010,AK,Alaska,Total Electric Power Industry,Wind,13
2011,AK,Alaska,Total Electric Power Industry,Total,6871
2011,AK,Alaska,Total Electric Power Industry,Coal,656
2011,AK,Alaska,Total Electric Power Industry,Hydro,1345
2011,AK,Alaska,Total Electric Power Industry,Natural Gas,3906
2011,AK,Alaska,Total Electric Power Industry,Other,0
2011,AK,Alaska,Total Electric Power Industry,Biomass,3
2011,AK,Alaska,Total Electric Power Industry,Other Gases,3
2011,AK,Alaska,Total Electric Power Industry,Petroleum,945
2011,AK,Alaska,Total Electric Power Industry,Wind,12
2012,AK,Alaska,Total Electric Power Industry,Total,6946
2012,AK,Alaska,Total Electric Power Industry,Coal,685
2012,AK,Alaska,Total Electric Power Industry,Hydro,1575
2012,AK,Alaska,Total Electric Power Industry,Natural Gas,3606
2012,AK,Alaska,Total Electric Power Industry,Other Gases,3
2012,AK,Alaska,Total Electric Power Industry,Other,0
2012,AK,Alaska,Total Electric Power Industry,Petroleum,1038
2012,AK,Alaska,Total Electric Power Industry,Biomass,3
2012,AK,Alaska,Total Electric Power Industry,Wind,37
2013,AK,Alaska,Total Electric Power Industry,Total,6497
2013,AK,Alaska,Total Electric Power Industry,Coal,625
2013,AK,Alaska,Total Electric Power Industry,Hydro,1435
2013,AK,Alaska,Total Electric Power Industry,Natural Gas,3421
2013,AK,Alaska,Total Electric Power Industry,Other,0
2013,AK,Alaska,Total Electric Power Industry,Biomass,52
